	wave	flux
      4027.76  1.61445e-16
      4028.84  4.72247e-16
      4029.92  2.68522e-16
      4031.00  1.62004e-16
      4032.08  1.00056e-16
      4033.16  3.41219e-16
      4034.24  8.25081e-17
      4035.32 -2.02620e-16
      4036.40  2.49984e-16
      4037.48  6.90168e-17
      4038.56  3.30998e-16
      4039.64  2.46578e-17
      4040.72  1.64851e-16
      4041.80  5.25570e-17
      4042.89  2.32833e-16
      4043.97  1.73151e-16
      4045.05  5.39970e-17
      4046.13  2.97860e-16
      4047.21  5.54625e-16
      4048.29  1.50462e-16
      4049.37  6.12321e-17
      4050.45  2.26000e-16
      4051.53  6.08242e-16
      4052.61  2.04071e-16
      4053.69  9.69952e-17
      4054.77  1.83285e-16
      4055.85  1.47875e-16
      4056.93  4.28092e-16
      4058.01  3.83530e-16
      4059.09  1.34552e-16
      4060.17  4.76029e-17
      4061.26  9.98028e-17
      4062.34 -6.19908e-18
      4063.42  4.53575e-16
      4064.50  3.57203e-16
      4065.58  3.12181e-16
      4066.66 -1.33065e-16
      4067.74  1.15253e-16
      4068.82  1.53653e-16
      4069.90  3.45096e-16
      4070.98  2.87006e-16
      4072.06  6.03055e-17
      4073.15  3.48420e-16
      4074.23  2.66252e-16
      4075.31  8.00024e-18
      4076.39  2.44904e-16
      4077.47  3.07360e-16
      4078.55 -1.86326e-16
      4079.63  2.64341e-16
      4080.71  3.05160e-16
      4081.80  1.66162e-16
      4082.88  3.13409e-16
      4083.96  5.10027e-16
      4085.04  7.07753e-16
      4086.12  6.08273e-16
      4087.20 -2.20206e-16
      4088.28  4.09449e-16
      4089.37  1.76781e-16
      4090.45  2.51176e-16
      4091.53  1.40910e-16
      4092.61  8.78032e-17
      4093.69  5.55380e-16
      4094.77  2.04081e-16
      4095.86  3.72349e-16
      4096.94  5.34272e-16
      4098.02  2.17804e-16
      4099.10  3.38328e-16
      4100.18  3.15758e-16
      4101.26  4.70236e-16
      4102.35  1.96942e-16
      4103.43  4.55346e-16
      4104.51  3.22728e-16
      4105.59  9.05792e-17
      4106.67  3.16811e-16
      4107.76  3.50971e-16
      4108.84  9.86856e-17
      4109.92  3.52386e-16
      4111.00  3.71363e-16
      4112.08  2.10032e-16
      4113.17  1.69524e-16
      4114.25 -9.57383e-17
      4115.33  3.44862e-16
      4116.41  3.22566e-16
      4117.50  1.32804e-16
      4118.58  2.98696e-16
      4119.66  1.99350e-16
      4120.74  2.64477e-16
      4121.82  2.94142e-17
      4122.91  3.94524e-17
      4123.99  6.99274e-16
      4125.07  1.84496e-16
      4126.15  2.79260e-16
      4127.24  3.07817e-16
      4128.32  3.13301e-16
      4129.40 -2.95596e-16
      4130.48  7.72326e-17
      4131.57  5.41875e-16
      4132.65  3.73348e-16
      4133.73  3.29629e-16
      4134.81 -7.60966e-17
      4135.90  4.35089e-16
      4136.98  9.10148e-17
      4138.06  5.08312e-16
      4139.15  2.00519e-16
      4140.23  3.46053e-16
      4141.31  3.49489e-16
      4142.39 -7.61902e-17
      4143.48  2.42378e-16
      4144.56  4.39543e-16
      4145.64  2.12330e-16
      4146.73  3.18546e-16
      4147.81  4.72854e-16
      4148.89  5.72615e-16
      4149.97  1.66486e-16
      4151.06  4.36149e-16
      4152.14  5.31595e-16
      4153.22  1.96757e-16
      4154.31  1.84832e-16
      4155.39  2.72219e-16
      4156.47  2.93493e-16
      4157.56  1.45932e-16
      4158.64  1.57712e-16
      4159.72  4.15938e-16
      4160.81  4.60908e-16
      4161.89  4.45335e-16
      4162.97  1.62830e-16
      4164.06 -1.07885e-18
      4165.14  1.50716e-16
      4166.22  4.14715e-17
      4167.31  2.48655e-16
      4168.39  3.44856e-16
      4169.47  3.79907e-16
      4170.56  3.76800e-16
      4171.64  1.25146e-16
      4172.72  1.66879e-16
      4173.81  4.28493e-16
      4174.89  2.67552e-16
      4175.97  6.22416e-16
      4177.06  2.92610e-16
      4178.14  1.91842e-16
      4179.22  6.74233e-16
      4180.31  2.38422e-16
      4181.39  2.42360e-16
      4182.48  3.62032e-16
      4183.56  4.89230e-16
      4184.64  3.48685e-16
      4185.73  3.21555e-16
      4186.81 -2.78477e-18
      4187.89 -1.21458e-16
      4188.98  1.07423e-16
      4190.06  2.78948e-16
      4191.15  4.34582e-16
      4192.23 -4.24095e-17
      4193.31  2.23029e-16
      4194.40  4.23621e-16
      4195.48  4.37436e-17
      4196.56  1.91086e-16
      4197.65  5.07440e-16
      4198.73  2.37652e-16
      4199.82  2.88035e-16
      4200.90  4.67143e-16
      4201.99  3.75099e-16
      4203.07  2.02706e-16
      4204.15  3.26072e-16
      4205.24 -8.11778e-17
      4206.32  1.79446e-16
      4207.41  5.47014e-19
      4208.49  5.99547e-16
      4209.58  3.65751e-16
      4210.66  3.49796e-16
      4211.74  1.01315e-16
      4212.83  2.27976e-16
      4213.91  8.51456e-17
      4215.00  4.20291e-16
      4216.08 -2.10214e-16
      4217.17  4.38229e-16
      4218.25  6.05287e-16
      4219.33  2.69403e-17
      4220.42  1.00458e-16
      4221.50  1.83921e-16
      4222.59  3.13452e-16
      4223.67  1.36474e-17
      4224.76 -1.76096e-16
      4225.84  1.10107e-16
      4226.93  1.07707e-17
      4228.01  5.80073e-17
      4229.10  1.71128e-16
      4230.18  2.23668e-16
      4231.26  1.48070e-16
      4232.35  2.10164e-16
      4233.43  8.21130e-17
      4234.52  4.62984e-16
      4235.60  1.10552e-16
      4236.69  1.15885e-16
      4237.77  2.20267e-16
      4238.86  3.06193e-16
      4239.94  2.53846e-16
      4241.03  2.09305e-16
      4242.11  2.66751e-16
      4243.20  4.24398e-16
      4244.28  3.41634e-16
      4245.37  6.04353e-16
      4246.45  1.30822e-16
      4247.54  1.93593e-16
      4248.62  2.90424e-17
      4249.71  1.08968e-16
      4250.79  4.29350e-17
      4251.88  2.54693e-16
      4252.96  3.37928e-17
      4254.05  2.85676e-16
      4255.13  3.94678e-16
      4256.22  1.37263e-16
      4257.30  3.02087e-16
      4258.39  1.14739e-16
      4259.47  2.68629e-16
      4260.56  3.29887e-16
      4261.65  4.38209e-17
      4262.73  3.55212e-16
      4263.82  3.80110e-16
      4264.90  2.63459e-16
      4265.99  5.24199e-16
      4267.07  4.65735e-16
      4268.16  8.79191e-17
      4269.24  1.24526e-16
      4270.33  4.45435e-16
      4271.41  2.47054e-16
      4272.50  1.10143e-16
      4273.58  3.31885e-16
      4274.67  1.27310e-16
      4275.75  2.76309e-16
      4276.84  2.63791e-16
      4277.93  3.53590e-16
      4279.01  4.25260e-16
      4280.10  2.75246e-16
      4281.18  4.17280e-16
      4282.27  3.54224e-16
      4283.35  5.28572e-16
      4284.44  1.58767e-16
      4285.53  3.33813e-16
      4286.61  2.84844e-16
      4287.70  2.41660e-16
      4288.78  1.32778e-16
      4289.87  3.15870e-16
      4290.95  2.39988e-16
      4292.04  2.69649e-16
      4293.13  2.93107e-16
      4294.21  4.26007e-16
      4295.30  4.22210e-16
      4296.38  4.28666e-16
      4297.47  1.89613e-16
      4298.56  3.62112e-16
      4299.64  2.75243e-16
      4300.73  3.02048e-16
      4301.81  3.62255e-16
      4302.90 -8.34586e-17
      4303.99  4.03113e-16
      4305.07  4.18292e-16
      4306.16  3.66204e-16
      4307.24  8.07163e-17
      4308.33  9.29848e-17
      4309.42  3.31895e-16
      4310.50  1.92673e-16
      4311.59  6.22567e-16
      4312.67  4.38013e-16
      4313.76  5.09277e-16
      4314.85  1.79916e-16
      4315.93  2.50551e-16
      4317.02  1.25303e-16
      4318.10  4.45966e-16
      4319.19  4.58208e-16
      4320.28  4.75401e-16
      4321.36  3.35430e-16
      4322.45  5.05059e-16
      4323.54  3.50884e-16
      4324.62  1.15017e-16
      4325.71  1.94100e-16
      4326.80  2.51692e-16
      4327.88  3.32485e-16
      4328.97  5.47292e-16
      4330.06  4.65161e-16
      4331.14  3.60151e-16
      4332.23  3.05470e-16
      4333.31  6.24437e-16
      4334.40  6.70557e-16
      4335.49  3.47610e-16
      4336.57  7.01731e-16
      4337.66  3.87372e-16
      4338.75  3.45837e-16
      4339.83  4.25447e-16
      4340.92  6.62802e-16
      4342.01  5.44665e-16
      4343.09  5.68969e-16
      4344.18  3.72057e-16
      4345.27  2.84158e-16
      4346.35  3.69126e-16
      4347.44  7.79672e-17
      4348.53  7.55295e-16
      4349.61  3.19845e-16
      4350.70  1.87142e-16
      4351.79  2.66393e-16
      4352.87  2.71154e-16
      4353.96  3.90197e-16
      4355.05  5.25269e-16
      4356.13  3.44879e-16
      4357.22  6.48587e-16
      4358.31  7.06744e-16
      4359.40  4.46775e-16
      4360.48  6.10961e-16
      4361.57  5.27718e-16
      4362.66  5.17339e-16
      4363.74  3.81922e-16
      4364.83  3.85178e-16
      4365.92  5.97642e-16
      4367.00  6.19428e-16
      4368.09  5.90753e-16
      4369.18  4.86132e-16
      4370.27  6.97328e-16
      4371.35  6.30588e-16
      4372.44  2.89195e-16
      4373.53  4.46700e-16
      4374.61  4.11649e-16
      4375.70  1.59908e-16
      4376.79  6.39236e-16
      4377.88  2.15919e-16
      4378.96  6.96686e-16
      4380.05  3.73909e-16
      4381.14  4.46006e-16
      4382.22  5.77968e-16
      4383.31  3.58671e-16
      4384.40  2.34166e-16
      4385.49  4.97362e-16
      4386.57  4.32436e-16
      4387.66  4.73471e-16
      4388.75  5.21968e-16
      4389.83  3.72441e-16
      4390.92  5.46315e-16
      4392.01  3.87143e-16
      4393.10  6.79806e-16
      4394.18  3.43544e-16
      4395.27  4.93082e-16
      4396.36  5.58319e-16
      4397.45  7.03962e-16
      4398.53  4.75217e-16
      4399.62  2.05566e-16
      4400.71  5.21148e-16
      4401.80  5.26763e-16
      4402.88  4.25641e-16
      4403.97  3.49723e-16
      4405.06  3.66497e-16
      4406.15  2.90284e-16
      4407.23  3.51031e-16
      4408.32  5.05411e-16
      4409.41  3.23737e-16
      4410.50  3.79526e-16
      4411.58  7.84712e-16
      4412.67  6.83118e-16
      4413.76  4.68510e-16
      4414.85  3.68128e-16
      4415.94  7.33598e-16
      4417.02  6.91777e-16
      4418.11  1.44889e-15
      4419.20  8.53228e-16
      4420.29  5.89603e-16
      4421.37  6.00955e-16
      4422.46  6.00559e-16
      4423.55  6.74552e-16
      4424.64  7.11977e-16
      4425.72  2.86669e-16
      4426.81  2.73476e-16
      4427.90  7.27113e-16
      4428.99  5.12306e-16
      4430.08  3.59113e-16
      4431.16  3.65050e-16
      4432.25  5.03424e-16
      4433.34  8.52387e-16
      4434.43  5.13144e-16
      4435.51  3.34768e-16
      4436.60  5.13303e-16
      4437.69  5.68418e-16
      4438.78  5.40987e-16
      4439.87  8.56652e-16
      4440.95  7.59386e-16
      4442.04  6.94301e-16
      4443.13  5.40610e-16
      4444.22  7.77551e-16
      4445.31  9.81376e-16
      4446.39  5.92969e-16
      4447.48  6.77926e-16
      4448.57  5.50729e-16
      4449.66  6.13425e-16
      4450.75  4.02579e-16
      4451.83  5.54539e-16
      4452.92  4.30009e-16
      4454.01  1.68833e-16
      4455.10  1.47278e-16
      4456.19  5.20512e-16
      4457.27  2.97912e-16
      4458.36  4.17384e-16
      4459.45  4.63712e-16
      4460.54  5.98299e-16
      4461.63  3.81100e-16
      4462.72  5.26785e-16
      4463.80  7.33305e-16
      4464.89  7.62753e-16
      4465.98  4.00050e-16
      4467.07  6.11383e-16
      4468.16  7.00686e-16
      4469.25  5.75262e-16
      4470.33  7.38192e-16
      4471.42  9.54534e-16
      4472.51  7.76203e-16
      4473.60  7.61654e-16
      4474.69  6.38103e-16
      4475.78  8.65477e-16
      4476.86  7.22007e-16
      4477.95  7.06259e-16
      4479.04  5.76658e-16
      4480.13  7.99545e-16
      4481.22  5.01508e-16
      4482.31  6.38586e-16
      4483.39  2.38605e-16
      4484.48  6.19555e-16
      4485.57  8.44413e-16
      4486.66  6.36724e-16
      4487.75  7.40273e-16
      4488.84  7.47316e-16
      4489.92  5.03493e-16
      4491.01  7.55899e-16
      4492.10  8.92813e-16
      4493.19  6.35771e-16
      4494.28  9.14874e-16
      4495.37  6.19350e-16
      4496.46  1.08395e-15
      4497.54  7.92059e-16
      4498.63  6.52809e-16
      4499.72  7.08807e-16
      4500.81  7.51868e-16
      4501.90  7.87710e-16
      4502.99  6.88412e-16
      4504.07  6.99444e-16
      4505.16  1.14050e-15
      4506.25  7.98628e-16
      4507.34  5.68810e-16
      4508.43  9.29489e-16
      4509.52  8.34303e-16
      4510.61  8.13750e-16
      4511.70  5.49650e-16
      4512.78  6.91992e-16
      4513.87  8.29377e-16
      4514.96  5.44447e-16
      4516.05  6.03906e-16
      4517.14  8.79749e-16
      4518.23  7.87052e-16
      4519.32  9.99369e-16
      4520.41  8.65964e-16
      4521.49  7.06160e-16
      4522.58  1.03274e-15
      4523.67  7.32045e-16
      4524.76  6.36022e-16
      4525.85  2.60900e-16
      4526.94  6.94922e-16
      4528.03  5.11123e-16
      4529.12  3.84441e-16
      4530.20  5.76982e-16
      4531.29  7.21152e-16
      4532.38  6.93061e-16
      4533.47  9.45173e-16
      4534.56  7.22653e-16
      4535.65  5.67612e-16
      4536.74  5.89181e-16
      4537.83  9.02553e-16
      4538.92  8.84643e-16
      4540.00  6.99240e-16
      4541.09  1.08702e-15
      4542.18  6.95229e-16
      4543.27  9.06559e-16
      4544.36  8.22130e-16
      4545.45  7.02840e-16
      4546.54  7.68780e-16
      4547.63  9.38405e-16
      4548.72  1.13329e-15
      4549.80  6.23284e-16
      4550.89  8.91393e-16
      4551.98  6.38244e-16
      4553.07  6.36182e-16
      4554.16  7.10286e-16
      4555.25  6.58234e-16
      4556.34  8.84846e-16
      4557.43  8.84575e-16
      4558.52  1.07896e-15
      4559.61  1.33687e-15
      4560.69  6.20770e-16
      4561.78  1.17407e-15
      4562.87  8.48997e-16
      4563.96  8.11402e-16
      4565.05  1.00338e-15
      4566.14  9.62406e-16
      4567.23  1.04111e-15
      4568.32  9.74583e-16
      4569.41  1.06893e-15
      4570.50  8.13286e-16
      4571.59  9.77972e-16
      4572.67  1.11180e-15
      4573.76  8.09985e-16
      4574.85  8.86072e-16
      4575.94  8.14091e-16
      4577.03  9.05943e-16
      4578.12  8.41553e-16
      4579.21  8.37676e-16
      4580.30  5.37609e-16
      4581.39  8.92648e-16
      4582.48  8.29417e-16
      4583.57  8.86098e-16
      4584.66  8.56141e-16
      4585.75  1.02401e-15
      4586.83  9.36355e-16
      4587.92  1.09668e-15
      4589.01  1.01310e-15
      4590.10  9.53559e-16
      4591.19  6.82188e-16
      4592.28  1.01635e-15
      4593.37  8.99190e-16
      4594.46  1.07114e-15
      4595.55  8.28939e-16
      4596.64  8.01463e-16
      4597.73  1.06375e-15
      4598.82  9.77834e-16
      4599.91  8.07015e-16
      4600.99  1.03805e-15
      4602.08  7.63433e-16
      4603.17  8.30478e-16
      4604.26  9.22248e-16
      4605.35  8.27451e-16
      4606.44  1.14696e-15
      4607.53  9.92949e-16
      4608.62  8.44315e-16
      4609.71  1.11274e-15
      4610.80  1.02505e-15
      4611.89  1.06171e-15
      4612.98  1.14454e-15
      4614.07  1.20311e-15
      4615.16  6.59260e-16
      4616.25  1.12743e-15
      4617.33  1.19457e-15
      4618.42  1.20872e-15
      4619.51  1.33830e-15
      4620.60  1.33695e-15
      4621.69  8.98598e-16
      4622.78  1.33939e-15
      4623.87  1.15392e-15
      4624.96  9.34156e-16
      4626.05  1.13371e-15
      4627.14  1.08179e-15
      4628.23  1.24393e-15
      4629.32  1.03542e-15
      4630.41  1.01978e-15
      4631.50  8.49188e-16
      4632.59  1.11987e-15
      4633.68  1.17399e-15
      4634.77  1.17081e-15
      4635.85  9.52064e-16
      4636.94  1.12708e-15
      4638.03  1.00560e-15
      4639.12  1.13797e-15
      4640.21  6.33735e-16
      4641.30  1.23782e-15
      4642.39  1.18973e-15
      4643.48  1.12789e-15
      4644.57  1.04679e-15
      4645.66  9.26158e-16
      4646.75  8.73223e-16
      4647.84  9.87398e-16
      4648.93  1.08889e-15
      4650.02  1.04603e-15
      4651.11  7.87489e-16
      4652.20  7.51649e-16
      4653.29  8.30374e-16
      4654.38  9.35342e-16
      4655.47  1.08189e-15
      4656.56  9.55053e-16
      4657.65  1.26876e-15
      4658.73  9.04419e-16
      4659.82  1.27830e-15
      4660.91  1.26254e-15
      4662.00  1.13320e-15
      4663.09  9.89575e-16
      4664.18  1.02865e-15
      4665.27  9.91154e-16
      4666.36  9.16681e-16
      4667.45  7.73967e-16
      4668.54  6.97429e-16
      4669.63  8.00580e-16
      4670.72  1.02893e-15
      4671.81  8.17954e-16
      4672.90  8.70601e-16
      4673.99  1.04653e-15
      4675.08  1.00617e-15
      4676.17  1.11681e-15
      4677.26  8.90133e-16
      4678.35  1.04372e-15
      4679.44  1.12235e-15
      4680.53  1.06400e-15
      4681.62  1.26395e-15
      4682.71  7.71981e-16
      4683.79  7.22415e-16
      4684.88  9.94165e-16
      4685.97  8.91060e-16
      4687.06  1.18943e-15
      4688.15  1.16711e-15
      4689.24  1.00630e-15
      4690.33  1.01060e-15
      4691.42  1.04001e-15
      4692.51  1.41830e-15
      4693.60  1.21130e-15
      4694.69  1.21286e-15
      4695.78  1.29475e-15
      4696.87  1.09180e-15
      4697.96  7.76101e-16
      4699.05  9.34484e-16
      4700.14  1.01389e-15
      4701.23  8.93275e-16
      4702.32  1.04149e-15
      4703.41  1.23172e-15
      4704.50  9.98033e-16
      4705.59  1.21107e-15
      4706.68  6.53910e-16
      4707.77  8.19597e-16
      4708.86  1.41008e-15
      4709.95  1.18190e-15
      4711.04  1.10493e-15
      4712.13  1.23554e-15
      4713.22  1.11605e-15
      4714.30  1.17278e-15
      4715.39  9.37960e-16
      4716.48  1.18529e-15
      4717.57  1.11320e-15
      4718.66  1.12772e-15
      4719.75  1.35030e-15
      4720.84  1.17822e-15
      4721.93  1.16127e-15
      4723.02  8.59547e-16
      4724.11  9.37767e-16
      4725.20  1.12787e-15
      4726.29  8.87348e-16
      4727.38  1.11660e-15
      4728.47  9.46122e-16
      4729.56  1.15515e-15
      4730.65  1.12100e-15
      4731.74  7.71022e-16
      4732.83  9.92965e-16
      4733.92  1.03627e-15
      4735.01  1.03980e-15
      4736.10  8.59522e-16
      4737.19  9.64143e-16
      4738.28  8.96366e-16
      4739.37  1.28754e-15
      4740.46  9.26084e-16
      4741.55  1.14141e-15
      4742.64  9.74426e-16
      4743.73  1.05236e-15
      4744.82  1.11325e-15
      4745.90  1.00360e-15
      4746.99  1.29733e-15
      4748.08  1.24637e-15
      4749.17  1.01460e-15
      4750.26  9.54469e-16
      4751.35  1.06351e-15
      4752.44  1.12047e-15
      4753.53  1.25057e-15
      4754.62  1.02155e-15
      4755.71  1.16106e-15
      4756.80  1.01284e-15
      4757.89  1.22450e-15
      4758.98  1.17594e-15
      4760.07  8.28700e-16
      4761.16  1.08175e-15
      4762.25  8.98422e-16
      4763.34  1.00019e-15
      4764.43  8.41054e-16
      4765.52  9.77300e-16
      4766.61  1.12142e-15
      4767.70  8.90641e-16
      4768.79  1.17665e-15
      4769.88  8.24420e-16
      4770.97  8.28462e-16
      4772.06  8.25799e-16
      4773.15  7.66711e-16
      4774.24  6.76735e-16
      4775.33  7.48950e-16
      4776.42  6.99207e-16
      4777.51  9.16656e-16
      4778.60  8.89397e-16
      4779.69  8.27851e-16
      4780.77  7.84697e-16
      4781.86  8.25115e-16
      4782.95  1.05356e-15
      4784.04  8.09926e-16
      4785.13  7.44654e-16
      4786.22  9.58148e-16
      4787.31  8.95399e-16
      4788.40  9.14215e-16
      4789.49  1.14679e-15
      4790.58  9.96909e-16
      4791.67  7.67523e-16
      4792.76  9.82175e-16
      4793.85  1.11058e-15
      4794.94  1.05116e-15
      4796.03  1.11238e-15
      4797.12  9.20728e-16
      4798.21  1.00307e-15
      4799.30  9.77791e-16
      4800.39  6.27469e-16
      4801.48  1.05899e-15
      4802.57  8.87825e-16
      4803.66  8.55507e-16
      4804.75  8.83148e-16
      4805.84  1.07829e-15
      4806.93  1.14906e-15
      4808.02  7.90004e-16
      4809.10  1.07396e-15
      4810.19  1.10913e-15
      4811.28  1.07887e-15
      4812.37  1.05833e-15
      4813.46  1.27046e-15
      4814.55  1.08430e-15
      4815.64  1.12586e-15
      4816.73  9.34417e-16
      4817.82  1.11674e-15
      4818.91  9.84119e-16
      4820.00  8.90395e-16
      4821.09  8.47335e-16
      4822.18  9.17459e-16
      4823.27  1.12935e-15
      4824.36  8.81516e-16
      4825.45  1.06210e-15
      4826.54  1.09531e-15
      4827.63  7.53254e-16
      4828.72  9.51218e-16
      4829.81  8.42864e-16
      4830.90  9.82907e-16
      4831.99  8.46448e-16
      4833.07  1.30590e-15
      4834.16  1.21345e-15
      4835.25  1.01906e-15
      4836.34  1.15506e-15
      4837.43  1.35767e-15
      4838.52  1.19823e-15
      4839.61  9.54583e-16
      4840.70  1.10941e-15
      4841.79  9.25145e-16
      4842.88  9.23650e-16
      4843.97  1.12695e-15
      4845.06  8.97926e-16
      4846.15  1.19128e-15
      4847.24  1.03709e-15
      4848.33  1.26715e-15
      4849.42  1.14230e-15
      4850.51  1.18758e-15
      4851.60  1.01167e-15
      4852.69  1.20069e-15
      4853.77  8.40039e-16
      4854.86  1.15678e-15
      4855.95  1.21674e-15
      4857.04  9.16491e-16
      4858.13  1.07348e-15
      4859.22  1.21207e-15
      4860.31  1.31992e-15
      4861.40  1.45875e-15
      4862.49  1.45109e-15
      4863.58  1.33964e-15
      4864.67  1.13759e-15
      4865.76  1.10662e-15
      4866.85  1.20545e-15
      4867.94  1.19113e-15
      4869.03  9.75859e-16
      4870.12  1.00765e-15
      4871.21  1.26400e-15
      4872.29  8.92229e-16
      4873.38  9.04250e-16
      4874.47  1.04180e-15
      4875.56  1.04518e-15
      4876.65  1.05192e-15
      4877.74  1.09253e-15
      4878.83  1.07496e-15
      4879.92  1.16843e-15
      4881.01  1.15283e-15
      4882.10  1.15782e-15
      4883.19  1.22378e-15
      4884.28  1.17888e-15
      4885.37  1.14359e-15
      4886.46  9.86591e-16
      4887.54  1.29865e-15
      4888.63  8.92117e-16
      4889.72  8.38804e-16
      4890.81  8.83727e-16
      4891.90  9.86824e-16
      4892.99  1.19104e-15
      4894.08  1.15039e-15
      4895.17  1.19976e-15
      4896.26  1.13670e-15
      4897.35  1.09353e-15
      4898.44  1.55663e-15
      4899.53  1.12593e-15
      4900.62  1.23239e-15
      4901.70  1.18953e-15
      4902.79  1.33620e-15
      4903.88  1.22414e-15
      4904.97  1.24313e-15
      4906.06  1.17291e-15
      4907.15  1.46086e-15
      4908.24  1.07275e-15
      4909.33  1.46026e-15
      4910.42  1.23035e-15
      4911.51  1.42219e-15
      4912.60  1.41719e-15
      4913.69  1.45443e-15
      4914.77  1.46900e-15
      4915.86  1.33969e-15
      4916.95  1.32573e-15
      4918.04  1.27816e-15
      4919.13  1.06889e-15
      4920.22  9.71637e-16
      4921.31  1.20410e-15
      4922.40  1.15370e-15
      4923.49  1.18596e-15
      4924.58  1.14397e-15
      4925.67  1.24266e-15
      4926.75  1.28250e-15
      4927.84  1.33795e-15
      4928.93  1.25834e-15
      4930.02  1.34619e-15
      4931.11  1.29194e-15
      4932.20  1.05324e-15
      4933.29  1.29829e-15
      4934.38  1.41363e-15
      4935.47  1.19250e-15
      4936.56  1.04139e-15
      4937.64  1.51883e-15
      4938.73  9.09618e-16
      4939.82  1.13046e-15
      4940.91  1.25924e-15
      4942.00  1.35903e-15
      4943.09  1.50621e-15
      4944.18  1.24018e-15
      4945.27  1.43837e-15
      4946.36  1.33228e-15
      4947.44  1.15247e-15
      4948.53  1.11149e-15
      4949.62  1.38770e-15
      4950.71  1.38220e-15
      4951.80  1.32825e-15
      4952.89  1.40445e-15
      4953.98  1.18917e-15
      4955.07  1.04244e-15
      4956.15  1.05537e-15
      4957.24  1.06401e-15
      4958.33  1.11993e-15
      4959.42  1.18543e-15
      4960.51  1.09165e-15
      4961.60  1.14276e-15
      4962.69  1.19963e-15
      4963.78  1.06307e-15
      4964.87  9.73037e-16
      4965.95  1.08110e-15
      4967.04  1.13666e-15
      4968.13  1.04142e-15
      4969.22  1.34627e-15
      4970.31  1.16348e-15
      4971.40  1.25816e-15
      4972.49  1.47348e-15
      4973.57  1.52554e-15
      4974.66  1.11030e-15
      4975.75  1.13636e-15
      4976.84  1.29480e-15
      4977.93  1.13299e-15
      4979.02  1.16444e-15
      4980.11  1.21855e-15
      4981.19  8.00155e-16
      4982.28  1.13584e-15
      4983.37  1.09112e-15
      4984.46  9.50824e-16
      4985.55  1.35551e-15
      4986.64  1.33571e-15
      4987.73  1.03260e-15
      4988.81  1.43671e-15
      4989.90  1.13085e-15
      4990.99  9.87187e-16
      4992.08  1.12682e-15
      4993.17  1.25907e-15
      4994.26  1.11871e-15
      4995.35  1.31496e-15
      4996.43  1.19757e-15
      4997.52  1.55793e-15
      4998.61  1.26282e-15
      4999.70  1.26942e-15
      5000.79  1.12072e-15
      5001.88  1.15030e-15
      5002.96  1.14039e-15
      5004.05  1.35965e-15
      5005.14  1.16414e-15
      5006.23  9.08328e-16
      5007.32  1.18571e-15
      5008.41  8.49309e-16
      5009.49  1.18323e-15
      5010.58  1.19215e-15
      5011.67  1.12191e-15
      5012.76  1.16408e-15
      5013.85  9.16732e-16
      5014.94  1.04376e-15
      5016.02  9.58866e-16
      5017.11  1.19328e-15
      5018.20  1.13348e-15
      5019.29  1.00898e-15
      5020.38  1.23429e-15
      5021.47  1.30474e-15
      5022.55  1.21954e-15
      5023.64  1.05614e-15
      5024.73  1.20696e-15
      5025.82  1.20032e-15
      5026.91  1.25980e-15
      5027.99  1.05218e-15
      5029.08  1.19934e-15
      5030.17  1.32454e-15
      5031.26  1.38679e-15
      5032.35  1.30277e-15
      5033.44  1.30715e-15
      5034.52  1.29769e-15
      5035.61  1.11474e-15
      5036.70  1.35996e-15
      5037.79  1.24595e-15
      5038.87  1.01870e-15
      5039.96  1.05506e-15
      5041.05  1.08982e-15
      5042.14  1.04633e-15
      5043.23  1.29790e-15
      5044.31  1.13364e-15
      5045.40  1.29625e-15
      5046.49  1.13632e-15
      5047.58  1.09870e-15
      5048.67  1.30289e-15
      5049.75  1.25686e-15
      5050.84  1.10093e-15
      5051.93  1.12559e-15
      5053.02  1.26971e-15
      5054.11  1.07252e-15
      5055.19  1.05608e-15
      5056.28  1.46413e-15
      5057.37  1.30445e-15
      5058.46  1.18584e-15
      5059.54  1.46890e-15
      5060.63  1.01374e-15
      5061.72  1.26866e-15
      5062.81  1.42163e-15
      5063.90  1.00540e-15
      5064.98  9.41311e-16
      5066.07  1.01980e-15
      5067.16  1.11240e-15
      5068.25  1.18336e-15
      5069.33  1.23930e-15
      5070.42  1.18948e-15
      5071.51  1.29380e-15
      5072.60  1.23264e-15
      5073.68  1.19009e-15
      5074.77  1.25644e-15
      5075.86  1.35024e-15
      5076.95  1.26940e-15
      5078.03  1.10107e-15
      5079.12  1.29664e-15
      5080.21  9.17352e-16
      5081.30  1.04605e-15
      5082.38  1.03900e-15
      5083.47  1.21559e-15
      5084.56  1.26145e-15
      5085.65  1.20566e-15
      5086.73  1.24110e-15
      5087.82  1.28164e-15
      5088.91  1.24374e-15
      5090.00  1.37055e-15
      5091.08  1.36040e-15
      5092.17  1.15023e-15
      5093.26  1.16359e-15
      5094.35  1.42987e-15
      5095.43  1.29869e-15
      5096.52  1.03642e-15
      5097.61  1.20945e-15
      5098.69  1.26845e-15
      5099.78  1.38374e-15
      5100.87  1.04895e-15
      5101.96  1.29371e-15
      5103.04  9.69442e-16
      5104.13  1.25182e-15
      5105.22  1.08751e-15
      5106.30  1.07069e-15
      5107.39  1.15116e-15
      5108.48  1.15911e-15
      5109.57  1.23577e-15
      5110.65  1.14985e-15
      5111.74  1.23950e-15
