	wave	flux
      5112.83  1.43917e-15
      5113.91  1.40526e-15
      5115.00  1.01641e-15
      5116.09  1.13438e-15
      5117.18  1.38959e-15
      5118.26  1.37827e-15
      5119.35  1.28584e-15
      5120.44  1.17992e-15
      5121.52  9.48793e-16
      5122.61  1.25321e-15
      5123.70  1.03279e-15
      5124.78  1.02945e-15
      5125.87  9.12994e-16
      5126.96  9.01225e-16
      5128.04  9.52003e-16
      5129.13  9.48138e-16
      5130.22  1.18507e-15
      5131.31  1.15361e-15
      5132.39  1.46359e-15
      5133.48  1.27462e-15
      5134.57  1.37753e-15
      5135.65  1.40857e-15
      5136.74  1.45020e-15
      5137.83  1.31939e-15
      5138.91  1.48578e-15
      5140.00  1.44213e-15
      5141.09  1.31672e-15
      5142.17  1.31961e-15
      5143.26  9.97803e-16
      5144.34  1.28076e-15
      5145.43  1.32210e-15
      5146.52  1.39517e-15
      5147.60  9.68188e-16
      5148.69  8.68946e-16
      5149.78  1.52785e-15
      5150.86  1.10520e-15
      5151.95  1.25458e-15
      5153.04  1.02623e-15
      5154.12  9.45200e-16
      5155.21  1.25944e-15
      5156.30  1.13294e-15
      5157.38  1.41924e-15
      5158.47  1.27900e-15
      5159.56  1.51511e-15
      5160.64  1.48205e-15
      5161.73  1.54429e-15
      5162.81  1.42171e-15
      5163.90  1.33875e-15
      5164.99  1.33967e-15
      5166.07  9.95061e-16
      5167.16  1.00634e-15
      5168.25  8.74477e-16
      5169.33  8.74209e-16
      5170.42  9.91771e-16
      5171.50  8.68635e-16
      5172.59  7.68208e-16
      5173.68  8.21804e-16
      5174.76  6.70246e-16
      5175.85  1.06268e-15
      5176.94  8.84849e-16
      5178.02  1.06143e-15
      5179.11  9.32424e-16
      5180.19  1.09682e-15
      5181.28  1.02852e-15
      5182.37  8.52300e-16
      5183.45  8.39387e-16
      5184.54  1.13145e-15
      5185.62  1.34848e-15
      5186.71  1.22858e-15
      5187.79  1.36921e-15
      5188.88  1.36640e-15
      5189.97  1.37893e-15
      5191.05  1.29023e-15
      5192.14  9.93136e-16
      5193.22  1.21192e-15
      5194.31  1.49988e-15
      5195.40  1.46985e-15
      5196.48  1.57900e-15
      5197.57  1.33111e-15
      5198.65  1.52981e-15
      5199.74  1.29754e-15
      5200.82  1.25885e-15
      5201.91  1.07311e-15
      5202.99  1.15362e-15
      5204.08  9.06089e-16
      5205.17  9.46168e-16
      5206.25  7.72050e-16
      5207.34  7.92235e-16
      5208.42  8.56228e-16
      5209.51  1.07634e-15
      5210.59  1.18238e-15
      5211.68  1.51462e-15
      5212.77  1.53206e-15
      5213.85  1.24142e-15
      5214.94  1.43462e-15
      5216.02  1.68743e-15
      5217.11  1.75436e-15
      5218.19  1.64193e-15
      5219.28  1.64711e-15
      5220.36  1.81168e-15
      5221.45  1.85996e-15
      5222.53  1.68935e-15
      5223.62  1.50017e-15
      5224.70  1.52342e-15
      5225.79  1.56906e-15
      5226.87  1.55164e-15
      5227.96  1.48801e-15
      5229.04  1.66057e-15
      5230.13  1.85233e-15
      5231.21  1.82351e-15
      5232.30  1.58365e-15
      5233.38  1.77853e-15
      5234.47  1.87236e-15
      5235.55  1.90660e-15
      5236.64  1.76009e-15
      5237.73  1.84001e-15
      5238.81  2.01921e-15
      5239.89  1.91598e-15
      5240.98  1.74123e-15
      5242.06  1.82651e-15
      5243.15  1.88379e-15
      5244.23  1.73901e-15
      5245.32  1.89047e-15
      5246.40  1.93004e-15
      5247.49  1.48768e-15
      5248.57  2.00764e-15
      5249.66  1.60619e-15
      5250.74  1.50600e-15
      5251.83  1.77148e-15
      5252.91  2.07655e-15
      5254.00  1.66442e-15
      5255.08  1.90969e-15
      5256.17  1.56227e-15
      5257.25  1.81890e-15
      5258.34  1.93699e-15
      5259.42  2.05784e-15
      5260.50  1.94508e-15
      5261.59  1.57156e-15
      5262.67  1.43045e-15
      5263.76  1.38490e-15
      5264.84  1.49353e-15
      5265.93  1.18401e-15
      5267.01  1.24550e-15
      5268.10  1.52033e-15
      5269.18  1.29930e-15
      5270.27  1.35518e-15
      5271.35  1.45557e-15
      5272.43  1.77136e-15
      5273.52  1.71564e-15
      5274.60  1.69442e-15
      5275.69  1.61820e-15
      5276.77  1.77579e-15
      5277.85  2.07511e-15
      5278.94  1.61437e-15
      5280.02  1.74526e-15
      5281.11  1.72467e-15
      5282.19  1.62268e-15
      5283.28  1.75202e-15
      5284.36  1.65678e-15
      5285.44  1.90632e-15
      5286.53  1.91336e-15
      5287.61  2.23562e-15
      5288.70  1.95431e-15
      5289.78  1.82333e-15
      5290.86  1.95214e-15
      5291.95  2.32957e-15
      5293.03  1.91729e-15
      5294.11  1.70679e-15
      5295.20  1.93364e-15
      5296.28  1.61084e-15
      5297.37  1.51035e-15
      5298.45  1.73790e-15
      5299.53  1.78939e-15
      5300.62  1.79693e-15
      5301.70  1.77819e-15
      5302.79  1.89639e-15
      5303.87  1.89612e-15
      5304.95  2.14111e-15
      5306.04  1.95696e-15
      5307.12  2.32383e-15
      5308.20  1.86604e-15
      5309.29  1.84201e-15
      5310.37  2.35983e-15
      5311.45  1.87332e-15
      5312.54  2.19327e-15
      5313.62  1.88851e-15
      5314.70  2.47071e-15
      5315.79  2.01156e-15
      5316.87  1.87409e-15
      5317.95  2.03375e-15
      5319.04  1.97135e-15
      5320.12  1.85009e-15
      5321.20  1.82283e-15
      5322.29  2.00456e-15
      5323.37  1.86101e-15
      5324.45  1.72423e-15
      5325.54  1.85674e-15
      5326.62  1.62064e-15
      5327.70  1.47393e-15
      5328.79  1.53205e-15
      5329.87  1.57741e-15
      5330.95  1.90428e-15
      5332.03  1.71538e-15
      5333.12  2.03769e-15
      5334.20  2.01976e-15
      5335.28  1.66864e-15
      5336.37  2.17148e-15
      5337.45  2.09566e-15
      5338.53  1.51914e-15
      5339.62  1.86501e-15
      5340.70  1.92853e-15
      5341.78  1.98235e-15
      5342.86  2.22166e-15
      5343.95  1.87281e-15
      5345.03  1.94616e-15
      5346.11  1.80186e-15
      5347.20  1.72548e-15
      5348.28  1.80517e-15
      5349.36  1.88242e-15
      5350.44  2.19635e-15
      5351.52  2.12248e-15
      5352.61  2.06329e-15
      5353.69  2.27181e-15
      5354.77  2.37732e-15
      5355.86  2.21238e-15
      5356.94  2.55084e-15
      5358.02  2.47446e-15
      5359.10  2.29070e-15
      5360.19  2.23783e-15
      5361.27  2.40866e-15
      5362.35  2.44118e-15
      5363.43  2.23744e-15
      5364.51  2.36899e-15
      5365.60  2.47164e-15
      5366.68  2.27459e-15
      5367.76  2.03107e-15
      5368.84  1.92473e-15
      5369.93  1.93801e-15
      5371.01  1.79468e-15
      5372.09  1.78776e-15
      5373.17  1.81079e-15
      5374.25  2.20722e-15
      5375.34  2.22502e-15
      5376.42  2.10672e-15
      5377.50  2.53911e-15
      5378.58  2.76377e-15
      5379.66  2.33144e-15
      5380.75  2.18657e-15
      5381.83  2.11769e-15
      5382.91  2.29416e-15
      5383.99  2.44401e-15
      5385.07  2.17679e-15
      5386.15  2.42192e-15
      5387.24  2.56537e-15
      5388.32  2.16615e-15
      5389.40  2.48681e-15
      5390.48  2.30078e-15
      5391.56  2.46646e-15
      5392.64  2.08801e-15
      5393.73  2.08330e-15
      5394.81  2.08052e-15
      5395.89  1.74748e-15
      5396.97  1.89644e-15
      5398.05  2.18502e-15
      5399.13  2.45804e-15
      5400.21  1.80468e-15
      5401.30  2.24037e-15
      5402.38  2.06990e-15
      5403.46  2.02524e-15
      5404.54  1.92689e-15
      5405.62  2.44720e-15
      5406.70  2.08501e-15
      5407.78  1.96324e-15
      5408.86  2.19767e-15
      5409.95  2.13439e-15
      5411.03  1.89761e-15
      5412.11  1.91428e-15
      5413.19  2.38487e-15
      5414.27  2.56997e-15
      5415.35  2.59637e-15
      5416.43  2.76031e-15
      5417.51  2.55944e-15
      5418.59  2.44754e-15
      5419.67  2.43726e-15
      5420.76  2.55948e-15
      5421.84  2.36374e-15
      5422.92  2.55843e-15
      5424.00  2.47376e-15
      5425.08  2.33239e-15
      5426.16  2.58921e-15
      5427.24  2.35123e-15
      5428.32  2.46789e-15
      5429.40  2.09564e-15
      5430.48  1.94156e-15
      5431.56  2.46647e-15
      5432.64  2.21527e-15
      5433.72  1.82511e-15
      5434.80  2.09365e-15
      5435.88  2.28470e-15
      5436.97  1.99798e-15
      5438.05  2.09262e-15
      5439.13  2.42310e-15
      5440.21  2.78443e-15
      5441.29  2.54533e-15
      5442.37  2.58066e-15
      5443.45  2.50872e-15
      5444.53  2.34458e-15
      5445.61  2.21016e-15
      5446.69  2.49970e-15
      5447.77  1.75493e-15
      5448.85  2.11532e-15
      5449.93  2.02073e-15
      5451.01  2.02043e-15
      5452.09  1.97483e-15
      5453.17  2.10145e-15
      5454.25  2.01976e-15
      5455.33  2.12435e-15
      5456.41  2.15836e-15
      5457.49  2.33417e-15
      5458.57  2.36162e-15
      5459.65  2.09841e-15
      5460.73  2.11259e-15
      5461.81  2.13679e-15
      5462.89  2.46915e-15
      5463.97  2.34149e-15
      5465.05  2.24681e-15
      5466.13  2.12403e-15
      5467.21  2.43424e-15
      5468.29  2.13732e-15
      5469.37  2.38941e-15
      5470.44  2.23782e-15
      5471.52  2.50549e-15
      5472.60  2.68726e-15
      5473.68  1.97890e-15
      5474.76  2.08060e-15
      5475.84  2.34601e-15
      5476.92  2.02935e-15
      5478.00  1.95889e-15
      5479.08  2.52292e-15
      5480.16  2.73943e-15
      5481.24  2.26736e-15
      5482.32  1.80080e-15
      5483.40  2.38178e-15
      5484.48  2.72118e-15
      5485.55  2.83801e-15
      5486.63  2.51629e-15
      5487.71  2.53260e-15
      5488.79  2.66378e-15
      5489.87  2.43872e-15
      5490.95  2.69737e-15
      5492.03  2.57320e-15
      5493.11  2.85902e-15
      5494.19  2.60859e-15
      5495.27  2.45671e-15
      5496.34  2.19097e-15
      5497.42  2.42741e-15
      5498.50  2.29375e-15
      5499.58  2.57540e-15
      5500.66  1.92631e-15
      5501.74  2.17047e-15
      5502.82  2.44675e-15
      5503.89  2.58131e-15
      5504.97  2.16632e-15
      5506.05  2.22584e-15
      5507.13  2.22902e-15
      5508.21  2.29038e-15
      5509.29  2.53794e-15
      5510.36  2.39154e-15
      5511.44  2.24451e-15
      5512.52  2.05673e-15
      5513.60  2.09068e-15
      5514.68  2.45306e-15
      5515.76  2.47386e-15
      5516.83  2.47693e-15
      5517.91  2.55393e-15
      5518.99  2.68001e-15
      5520.07  2.20041e-15
      5521.15  2.56036e-15
      5522.23  2.70413e-15
      5523.30  2.92553e-15
      5524.38  3.03512e-15
      5525.46  2.57492e-15
      5526.54  2.33166e-15
      5527.61  2.82956e-15
      5528.69  2.69528e-15
      5529.77  2.88355e-15
      5530.85  2.93415e-15
      5531.93  2.64533e-15
      5533.00  2.91687e-15
      5534.08  2.84712e-15
      5535.16  2.48077e-15
      5536.24  2.55874e-15
      5537.31  2.93924e-15
      5538.39  2.55327e-15
      5539.47  2.44738e-15
      5540.55  2.70402e-15
      5541.62  2.99195e-15
      5542.70  2.85115e-15
      5543.78  1.90667e-15
      5544.86  2.44961e-15
      5545.93  3.08371e-15
      5547.01  3.14359e-15
      5548.09  2.68648e-15
      5549.17  2.89777e-15
      5550.24  2.68463e-15
      5551.32  2.93308e-15
      5552.40  3.08512e-15
      5553.47  2.51500e-15
      5554.55  3.21350e-15
      5555.63  2.41933e-15
      5556.70  2.84017e-15
      5557.78  3.12496e-15
      5558.86  2.97992e-15
      5559.93  2.95879e-15
      5561.01  2.93761e-15
      5562.09  2.93719e-15
      5563.17  2.31549e-15
      5564.24  2.57617e-15
      5565.32  2.05387e-15
      5566.40  2.50514e-15
      5567.47  2.42694e-15
      5568.55  2.34309e-15
      5569.62  2.59680e-15
      5570.70  2.35828e-15
      5571.78  2.80624e-15
      5572.85  2.48047e-15
      5573.93  2.94296e-15
      5575.01  2.88541e-15
      5576.08  2.09665e-15
      5577.16  2.82627e-15
      5578.24  3.10825e-15
      5579.31  2.52163e-15
      5580.39  3.15643e-15
      5581.46  2.74149e-15
      5582.54  3.29408e-15
      5583.62  2.29487e-15
      5584.69  2.52946e-15
      5585.77  2.49948e-15
      5586.84  2.14970e-15
      5587.92  2.78456e-15
      5589.00  2.74969e-15
      5590.07  2.60579e-15
      5591.15  2.64917e-15
      5592.22  2.33438e-15
      5593.30  2.47617e-15
      5594.38  2.87579e-15
      5595.45  2.73203e-15
      5596.53  2.60186e-15
      5597.60  2.09797e-15
      5598.68  2.72470e-15
      5599.75  1.89375e-15
      5600.83  2.46721e-15
      5601.90  2.53034e-15
      5602.98  2.91276e-15
      5604.06  2.87148e-15
      5605.13  2.36063e-15
      5606.21  2.88915e-15
      5607.28  3.06638e-15
      5608.36  3.22713e-15
      5609.43  3.41039e-15
      5610.51  2.76774e-15
      5611.58  2.78314e-15
      5612.66  2.47977e-15
      5613.73  2.98491e-15
      5614.81  2.61138e-15
      5615.88  2.08754e-15
      5616.96  2.50458e-15
      5618.03  2.28857e-15
      5619.11  2.57934e-15
      5620.18  2.19593e-15
      5621.26  2.76423e-15
      5622.33  3.06902e-15
      5623.41  2.69024e-15
      5624.48  2.72544e-15
      5625.56  2.48430e-15
      5626.63  3.51339e-15
      5627.71  3.34706e-15
      5628.78  1.92427e-15
      5629.85  2.14551e-15
      5630.93  2.64886e-15
      5632.00  2.80255e-15
      5633.08  3.12184e-15
      5634.15  2.93891e-15
      5635.23  3.35276e-15
      5636.30  2.83033e-15
      5637.38  3.38383e-15
      5638.45  2.43978e-15
      5639.52  3.22915e-15
      5640.60  2.50305e-15
      5641.67  2.87209e-15
      5642.75  3.07687e-15
      5643.82  2.85989e-15
      5644.89  2.64229e-15
      5645.97  2.64612e-15
      5647.04  2.79792e-15
      5648.12  2.71559e-15
      5649.19  2.71140e-15
      5650.26  3.10941e-15
      5651.34  3.12009e-15
      5652.41  3.09572e-15
      5653.49  3.06954e-15
      5654.56  2.87373e-15
      5655.63  3.17837e-15
      5656.71  2.84720e-15
      5657.78  3.26867e-15
      5658.85  2.58382e-15
      5659.93  2.11572e-15
      5661.00  3.01004e-15
      5662.07  2.72076e-15
      5663.15  2.91138e-15
      5664.22  3.41087e-15
      5665.29  2.79359e-15
      5666.37  2.43679e-15
      5667.44  3.05711e-15
      5668.51  2.67130e-15
      5669.59  2.06419e-15
      5670.66  1.82739e-15
      5671.73  4.42338e-15
      5672.81  4.08331e-15
      5673.88  3.08701e-15
      5674.95  2.82853e-15
      5676.02  3.04553e-15
      5677.10  2.40844e-15
      5678.17  2.44379e-15
      5679.24  3.44168e-15
      5680.32  2.14656e-15
      5681.39  2.15061e-15
      5682.46  2.96597e-15
      5683.53  2.82749e-15
      5684.61  2.08649e-15
      5685.68  2.94407e-15
      5686.75  2.43510e-15
#       5687.82  1.40529e-15
#       5688.90  3.53582e-15
#       5689.97  2.88220e-15
#       5691.04  1.85932e-15
#       5692.11  3.69319e-15
#       5693.19  4.68034e-15
#       5694.26  3.82721e-15
#       5695.33  3.77884e-15
#       5696.40  3.60454e-15
#       5697.48  2.88543e-15
#       5698.55  4.18595e-15
#       5699.62  3.91846e-15
      6165.78  3.56153e-15
      6168.23  3.41042e-15
      6170.67  3.60951e-15
      6173.12  3.58029e-15
      6175.57  3.74785e-15
      6178.02  3.75178e-15
      6180.47  4.07803e-15
      6182.92  3.75776e-15
      6185.37  3.51686e-15
      6187.82  3.67593e-15
      6190.27  3.46305e-15
      6192.72  3.64835e-15
      6195.17  3.77426e-15
      6197.62  3.73241e-15
      6200.07  3.79308e-15
      6202.52  3.84287e-15
      6204.97  3.96601e-15
      6207.42  3.86099e-15
      6209.87  3.76948e-15
      6212.32  3.62379e-15
      6214.77  3.44193e-15
      6217.22  3.31277e-15
      6219.67  3.69091e-15
      6222.13  3.23918e-15
      6224.58  3.54861e-15
      6227.03  3.45004e-15
      6229.48  3.56535e-15
      6231.93  3.44178e-15
      6234.38  3.59915e-15
      6236.83  3.44578e-15
      6239.28  3.41022e-15
      6241.73  3.57376e-15
      6244.19  3.53334e-15
      6246.64  3.54853e-15
      6249.09  3.55830e-15
      6251.54  3.45412e-15
      6253.99  3.56340e-15
      6256.44  3.77646e-15
      6258.89  3.51351e-15
      6261.35  3.61792e-15
      6263.80  3.79047e-15
      6266.25  3.63477e-15
      6268.70  3.93631e-15
      6271.15  3.80467e-15
      6273.61  3.92173e-15
      6276.06  4.00123e-15
      6278.51  3.99175e-15
      6280.96  3.95430e-15
      6283.42  4.02048e-15
      6285.87  3.82241e-15
      6288.32  4.14291e-15
      6290.77  4.11297e-15
      6293.23  4.05598e-15
      6295.68  3.98636e-15
      6298.13  4.17755e-15
      6300.58  4.39405e-15
      6303.04  4.23876e-15
      6305.49  4.20381e-15
      6307.94  3.92729e-15
      6310.40  4.41042e-15
      6312.85  4.41320e-15
      6315.30  4.37319e-15
      6317.76  4.30418e-15
      6320.21  4.29054e-15
      6322.66  4.57023e-15
      6325.12  4.36823e-15
      6327.57  4.63197e-15
      6330.02  4.68890e-15
      6332.48  4.63566e-15
      6334.93  4.64732e-15
      6337.39  4.65142e-15
      6339.84  4.55039e-15
      6342.29  4.81443e-15
      6344.75  4.50920e-15
      6347.20  4.82055e-15
      6349.66  4.54894e-15
      6352.11  4.91533e-15
      6354.56  4.48567e-15
      6357.02  4.61988e-15
      6359.47  4.69003e-15
      6361.93  4.50728e-15
      6364.38  4.73548e-15
      6366.84  4.58252e-15
      6369.29  4.81279e-15
      6371.75  4.80362e-15
      6374.20  4.50478e-15
      6376.66  4.40797e-15
      6379.11  4.55691e-15
      6381.57  4.49751e-15
      6384.02  4.46093e-15
      6386.48  4.77801e-15
      6388.93  4.68229e-15
      6391.39  4.31795e-15
      6393.84  4.71293e-15
      6396.30  4.63223e-15
      6398.75  4.60182e-15
      6401.21  5.17235e-15
      6403.67  4.84549e-15
      6406.12  4.74958e-15
      6408.58  5.04328e-15
      6411.03  4.90577e-15
      6413.49  5.03802e-15
      6415.94  4.91516e-15
      6418.40  4.97457e-15
      6420.86  4.85996e-15
      6423.31  4.93213e-15
      6425.77  5.14252e-15
      6428.22  5.07412e-15
      6430.68  5.17098e-15
      6433.14  5.03307e-15
      6435.59  4.92014e-15
      6438.05  4.92104e-15
      6440.51  5.21026e-15
      6442.96  4.85407e-15
      6445.42  5.17026e-15
      6447.88  5.16882e-15
      6450.33  5.12185e-15
      6452.79  5.07484e-15
      6455.25  5.05833e-15
      6457.70  5.22302e-15
      6460.16  5.06345e-15
      6462.62  5.50675e-15
      6465.08  5.29027e-15
      6467.53  5.35394e-15
      6469.99  5.14390e-15
      6472.45  5.27547e-15
      6474.91  5.62627e-15
      6477.36  5.27024e-15
      6479.82  5.37048e-15
      6482.28  5.35404e-15
      6484.74  5.26608e-15
      6487.19  5.01946e-15
      6489.65  5.02839e-15
      6492.11  4.89448e-15
      6494.57  5.10528e-15
      6497.03  5.28294e-15
      6499.48  5.14210e-15
      6501.94  5.33888e-15
      6504.40  5.51103e-15
      6506.86  5.24145e-15
      6509.32  5.66279e-15
      6511.77  5.62925e-15
      6514.23  5.74809e-15
      6516.69  5.73770e-15
      6519.15  5.66398e-15
      6521.61  5.58660e-15
      6524.07  5.53558e-15
      6526.53  5.81487e-15
      6528.98  5.75776e-15
      6531.44  5.61781e-15
      6533.90  5.70122e-15
      6536.36  5.93323e-15
      6538.82  5.79467e-15
      6541.28  5.89278e-15
      6543.74  5.78026e-15
      6546.20  5.73790e-15
      6548.66  5.60485e-15
#       6551.12  5.67529e-15
#       6553.58  5.95362e-15
#       6556.04  6.32789e-15
#       6558.50  6.48979e-15
#       6560.96  6.77106e-15
#       6563.42  6.56266e-15
#       6565.87  6.21072e-15
#       6568.33  5.98915e-15
      6570.79  5.62114e-15
      6573.25  5.54138e-15
      6575.71  5.54130e-15
      6578.17  5.54083e-15
      6580.63  5.64352e-15
      6583.09  5.68522e-15
      6585.55  5.58553e-15
      6588.01  5.52093e-15
      6590.48  5.61443e-15
      6592.94  5.55994e-15
      6595.40  5.31953e-15
      6597.86  5.57024e-15
      6600.32  5.64186e-15
      6602.78  5.63052e-15
      6605.24  5.71558e-15
      6607.70  5.66084e-15
      6610.16  5.91227e-15
      6612.62  5.64220e-15
      6615.08  5.88915e-15
      6617.54  5.74470e-15
      6620.00  5.69273e-15
      6622.46  5.63580e-15
      6624.93  5.88199e-15
      6627.39  5.61569e-15
      6629.85  5.67572e-15
      6632.31  5.72277e-15
      6634.77  5.63261e-15
      6637.23  5.67096e-15
      6639.69  5.76320e-15
      6642.16  5.70644e-15
      6644.62  5.45560e-15
      6647.08  5.81715e-15
      6649.54  5.67894e-15
      6652.00  5.72286e-15
      6654.46  5.59691e-15
      6656.93  5.70918e-15
      6659.39  5.60636e-15
      6661.85  5.56993e-15
      6664.31  5.38552e-15
      6666.77  5.45930e-15
      6669.24  5.82578e-15
      6671.70  5.67605e-15
      6674.16  5.47761e-15
      6676.62  5.55129e-15
      6679.09  5.55854e-15
      6681.55  5.46382e-15
      6684.01  5.55249e-15
      6686.47  5.36419e-15
      6688.94  5.57138e-15
      6691.40  5.72376e-15
      6693.86  5.83348e-15
      6696.32  5.52154e-15
      6698.79  5.43305e-15
      6701.25  5.46737e-15
      6703.71  5.32870e-15
      6706.18  5.03038e-15
      6708.64  5.19417e-15
      6711.10  5.27496e-15
      6713.57  5.20582e-15
      6716.03  5.22971e-15
      6718.49  5.29499e-15
      6720.96  5.26207e-15
      6723.42  5.48338e-15
      6725.88  5.38496e-15
      6728.35  5.42051e-15
      6730.81  5.39127e-15
      6733.27  5.57993e-15
      6735.74  5.42469e-15
      6738.20  5.32076e-15
      6740.67  5.32301e-15
      6743.13  5.55738e-15
      6745.59  5.42865e-15
      6748.06  5.24744e-15
      6750.52  5.29871e-15
      6752.99  5.14959e-15
      6755.45  5.38965e-15
      6757.91  5.55968e-15
      6760.38  5.32860e-15
      6762.84  5.47919e-15
      6765.31  5.31480e-15
      6767.77  5.26704e-15
      6770.24  5.70726e-15
      6772.70  5.56414e-15
      6775.16  5.56959e-15
      6777.63  5.68654e-15
      6780.09  5.61058e-15
      6782.56  5.27245e-15
      6785.02  5.25850e-15
      6787.49  5.09261e-15
      6789.95  5.19591e-15
      6792.42  5.49089e-15
      6794.88  5.28409e-15
      6797.35  5.39100e-15
      6799.81  5.63942e-15
      6802.28  5.33135e-15
      6804.74  5.33261e-15
      6807.21  5.64963e-15
      6809.68  5.57090e-15
      6812.14  5.42525e-15
      6814.61  5.33038e-15
      6817.07  5.44996e-15
      6819.54  5.53748e-15
      6822.00  5.54216e-15
      6824.47  5.52626e-15
      6826.93  5.32217e-15
      6829.40  5.61984e-15
      6831.87  5.62314e-15
      6834.33  5.57929e-15
      6836.80  5.55437e-15
      6839.26  5.63989e-15
      6841.73  5.72829e-15
      6844.20  5.25830e-15
      6846.66  5.46812e-15
      6849.13  5.41583e-15
      6851.60  5.22702e-15
      6854.06  5.60888e-15
      6856.53  5.04181e-15
      6858.99  5.10362e-15
      6861.46  5.10185e-15
      6863.93  5.09281e-15
      6866.39  5.01132e-15
      6868.86  5.42836e-15
      6871.33  5.58272e-15
      6873.79  6.05363e-15
      6876.26  5.90893e-15
      6878.73  5.71375e-15
      6881.19  5.68464e-15
      6883.66  5.50560e-15
      6886.13  5.59907e-15
      6888.60  5.79346e-15
      6891.06  5.90052e-15
      6893.53  6.05643e-15
      6896.00  5.75138e-15
      6898.46  5.78359e-15
      6900.93  5.80112e-15
      6903.40  5.93861e-15
      6905.87  5.90224e-15
      6908.33  6.02026e-15
      6910.80  6.11309e-15
      6913.27  5.98869e-15
      6915.74  5.89481e-15
      6918.21  5.72345e-15
      6920.67  5.86860e-15
      6923.14  6.37779e-15
      6925.61  6.34429e-15
      6928.08  6.57971e-15
      6930.54  6.25305e-15
      6933.01  6.43343e-15
      6935.48  6.38140e-15
      6937.95  6.48151e-15
      6940.42  6.55984e-15
      6942.88  6.56525e-15
      6945.35  6.64381e-15
      6947.82  6.56467e-15
      6950.29  6.57396e-15
      6952.76  6.76285e-15
      6955.23  6.56717e-15
      6957.70  6.82137e-15
      6960.16  6.88326e-15
      6962.63  6.52153e-15
      6965.10  6.79326e-15
      6967.57  6.70581e-15
      6970.04  6.97740e-15
      6972.51  6.45875e-15
      6974.98  6.61835e-15
      6977.45  6.67920e-15
      6979.92  6.33517e-15
      6982.38  6.74044e-15
      6984.85  6.71387e-15
      6987.32  6.84567e-15
      6989.79  6.98234e-15
      6992.26  6.60533e-15
      6994.73  6.98854e-15
      6997.20  6.98974e-15
      6999.67  6.82144e-15
      7002.14  7.00039e-15
      7004.61  7.03777e-15
      7007.08  6.95010e-15
      7009.55  6.89242e-15
      7012.02  7.10409e-15
      7014.49  7.37065e-15
      7016.96  6.76413e-15
      7019.43  7.12392e-15
      7021.90  7.18658e-15
      7024.37  7.31844e-15
      7026.84  7.13954e-15
      7029.31  7.10139e-15
      7031.78  7.54866e-15
      7034.25  7.53365e-15
      7036.72  7.92416e-15
      7039.19  7.58296e-15
      7041.66  7.74000e-15
      7044.13  7.83620e-15
      7046.60  7.94419e-15
      7049.07  7.78324e-15
      7051.54  7.43886e-15
      7054.01  7.14076e-15
      7056.48  6.70758e-15
      7058.95  6.67607e-15
      7061.42  6.46737e-15
      7063.89  6.86308e-15
      7066.36  6.78050e-15
      7068.83  7.16623e-15
      7071.30  7.08117e-15
      7073.77  7.31681e-15
      7076.24  7.35708e-15
      7078.72  7.48881e-15
      7081.19  7.09963e-15
      7083.66  6.91976e-15
      7086.13  6.79770e-15
      7088.60  6.56486e-15
      7091.07  6.59265e-15
      7093.54  6.57983e-15
      7096.01  6.57972e-15
      7098.48  6.68546e-15
      7100.96  6.75361e-15
      7103.43  6.75891e-15
      7105.90  6.68511e-15
      7108.37  7.07167e-15
      7110.84  6.94329e-15
      7113.31  6.81984e-15
      7115.79  6.90081e-15
      7118.26  7.07668e-15
      7120.73  6.89794e-15
      7123.20  6.80046e-15
      7125.67  6.28193e-15
      7128.15  6.07900e-15
      7130.62  6.12189e-15
      7133.09  6.07535e-15
      7135.56  6.18458e-15
      7138.03  6.37602e-15
      7140.51  6.24101e-15
      7142.98  6.27668e-15
      7145.45  6.30763e-15
      7147.92  6.44014e-15
      7150.39  6.41758e-15
      7152.87  6.65563e-15
      7155.34  6.57911e-15
      7157.81  6.68499e-15
      7160.28  6.56157e-15
      7162.76  6.64159e-15
      7165.23  6.63247e-15
      7167.70  6.93509e-15
      7170.17  6.73960e-15
      7172.65  7.08795e-15
      7175.12  6.79513e-15
      7177.59  6.83357e-15
      7180.07  6.97768e-15
      7182.54  7.00958e-15
      7185.01  7.00475e-15
      7187.48  6.79787e-15
      7189.96  7.37339e-15
      7192.43  7.10417e-15
      7194.90  7.07337e-15
      7197.38  6.74696e-15
      7199.85  6.59981e-15
      7202.32  6.76283e-15
      7204.80  6.83405e-15
      7207.27  6.85633e-15
      7209.74  6.82346e-15
      7212.22  7.12653e-15
      7214.69  7.15920e-15
      7217.16  7.33256e-15
      7219.64  7.45893e-15
      7222.11  7.21164e-15
      7224.59  7.58115e-15
      7227.06  7.52546e-15
      7229.53  7.58550e-15
      7232.01  7.85908e-15
      7234.48  7.82466e-15
      7236.96  7.63509e-15
      7239.43  7.66921e-15
      7241.90  7.55278e-15
      7244.38  7.71343e-15
      7246.85  7.59237e-15
      7249.33  7.95210e-15
      7251.80  7.76983e-15
      7254.27  7.84227e-15
      7256.75  7.81395e-15
      7259.22  7.97709e-15
      7261.70  7.80437e-15
      7264.17  8.19400e-15
      7266.65  8.26088e-15
      7269.12  8.10179e-15
      7271.59  7.91291e-15
      7274.07  8.12242e-15
      7276.54  8.29988e-15
      7279.02  8.05810e-15
      7281.49  8.28875e-15
