indx,time,flux,fluxErr
0,2460332.332659832,1.0083419836312464,0.0095
1,2460332.333029844,0.992949470413227,0.0095
2,2460332.3333951505,0.9851512235828065,0.0095
3,2460332.3337587384,1.0113428120000543,0.0095
4,2460332.3341456135,0.9987248734432876,0.0095
5,2460332.334533258,1.0030064338216873,0.0095
6,2460332.3349068346,1.00561639286167,0.0095
7,2460332.335309653,1.0062300983588797,0.0095
8,2460332.335693779,1.002821295148247,0.0095
9,2460332.3360661226,1.0001950179755172,0.0095
10,2460332.3364456194,0.9985134546717714,0.0095
11,2460332.336823883,1.0157974657777635,0.0095
12,2460332.3371916953,0.996781345381563,0.0095
13,2460332.337568744,0.9998314574269417,0.0095
14,2460332.3379388545,1.0043486469958085,0.0095
15,2460332.338314647,0.9945917718096463,0.0095
16,2460332.3386896644,0.9873095956930856,0.0095
17,2460332.3390701967,0.9816371338236082,0.0095
18,2460332.339449566,0.9911208887325268,0.0095
19,2460332.3398209433,0.993611575565889,0.0095
20,2460332.3402002836,1.0016116371833688,0.0095
21,2460332.340576123,1.0053639405063277,0.0095
22,2460332.340952141,1.000174257687083,0.0095
23,2460332.3413255266,0.9997463225051781,0.0095
24,2460332.3416850287,1.0085485993507375,0.0095
25,2460332.342057454,0.992402232864001,0.0095
26,2460332.3424673495,1.0028293273372495,0.0095
27,2460332.342848102,0.9971472080867401,0.0095
28,2460332.343230868,1.0226421665944732,0.0095
29,2460332.3436090164,1.0013250576941504,0.0095
30,2460332.343982633,1.0014206826739434,0.0095
31,2460332.344357396,1.0088099866396791,0.0095
32,2460332.3447357756,0.9902165675228797,0.0095
33,2460332.3451103936,0.9946005185240931,0.0095
34,2460332.345489647,1.0116031366442881,0.0095
35,2460332.345865521,1.0152339400575234,0.0095
36,2460332.3462381945,0.9982292531758777,0.0095
37,2460332.346617593,0.9921552451482036,0.0095
38,2460332.346993524,0.9896318098287624,0.0095
39,2460332.347358912,1.0019712840282207,0.0095
40,2460332.3477349016,0.9872452546464588,0.0095
41,2460332.348095515,1.0003792349117735,0.0095
42,2460332.34848217,0.997469752648048,0.0095
43,2460332.3488558796,1.010109209822777,0.0095
44,2460332.3492481713,0.9949144257783298,0.0095
45,2460332.3496266203,1.0074238739946983,0.0095
46,2460332.3499978646,0.9912317668447851,0.0095
47,2460332.3503808333,0.9997202270562979,0.0095
48,2460332.350761568,1.0013675165394378,0.0095
49,2460332.35113522,0.9989032699918078,0.0095
50,2460332.3515076507,1.0017622702744338,0.0095
51,2460332.351869514,1.0066224284501424,0.0095
52,2460332.3522526044,0.9978413000660059,0.0095
53,2460332.3526298497,1.0112586385450473,0.0095
54,2460332.3530175867,0.9989923674985708,0.0095
55,2460332.353372396,1.0065466714353144,0.0095
56,2460332.3537517996,0.9991786793153794,0.0095
57,2460332.35412548,0.9925096871528029,0.0095
58,2460332.3545106887,1.0167538869735822,0.0095
59,2460332.3548877374,1.0042299302152988,0.0095
60,2460332.355265903,1.0226547084673439,0.0095
61,2460332.355637211,0.9886583786231696,0.0095
62,2460332.3560142247,0.9960315986500429,0.0095
63,2460332.3563971813,0.99112041752087,0.0095
64,2460332.356772957,0.9907592303649009,0.0095
65,2460332.3571512904,0.9960797913346917,0.0095
66,2460332.35753305,0.9900862863545552,0.0095
67,2460332.357911198,1.0066122774982615,0.0095
68,2460332.358271973,0.9964187789525195,0.0095
69,2460332.35865129,1.0044239921709648,0.0095
70,2460332.359025961,0.9986113058238724,0.0095
71,2460332.3593982295,0.9829582981200554,0.0095
72,2460332.3597655613,0.9905161971018295,0.0095
73,2460332.360149016,0.9981745955326821,0.0095
74,2460332.3605226213,1.0072432234301187,0.0095
75,2460332.3609101507,0.9916501314706606,0.0095
76,2460332.361290729,0.9895800815216316,0.0095
77,2460332.361669103,0.9974575319791552,0.0095
78,2460332.362045168,0.9955647495503037,0.0095
79,2460332.3624141375,1.0018790495411314,0.0095
80,2460332.3627959895,0.9984877186114811,0.0095
81,2460332.3631765395,1.0126600020504852,0.0095
82,2460332.363552494,0.9921918744150776,0.0095
83,2460332.3639329514,0.9946345794256046,0.0095
84,2460332.364318223,0.9823321725473895,0.0095
85,2460332.3646930265,0.99546867753788,0.0095
86,2460332.365064323,0.9928946319367407,0.0095
87,2460332.365442581,1.0023714206259648,0.0095
88,2460332.365818374,0.99992509626574,0.0095
89,2460332.36619544,0.9793204096284053,0.0095
90,2460332.3665750697,0.9893595015376844,0.0095
91,2460332.366948866,1.0047364657194122,0.0095
92,2460332.3673224887,1.0042093307905602,0.0095
93,2460332.367694896,1.0038309116057789,0.0095
94,2460332.3680706713,0.9989750897430999,0.0095
95,2460332.368455052,1.0020733110206415,0.0095
96,2460332.3688320313,0.9956581740877025,0.0095
97,2460332.3692138195,0.9963183008606601,0.0095
98,2460332.3696003244,0.9847596524716206,0.0095
99,2460332.3699865625,1.0100669244888305,0.0095
100,2460332.3703613197,1.003999110436939,0.0095
101,2460332.3707347857,0.9959576158307079,0.0095
102,2460332.3711070428,0.9929440901442944,0.0095
