time flux flerr cadence
1816.09976462414488 1.06640544366295 0.0022 1800
1816.12063848087564 1.06521698787509 0.0022 1800
1816.14145130151883 1.06779534396354 0.0022 1800
1816.16226412169635 1.06673825951494 0.0022 1800
1816.18313797749579 1.06939388729703 0.0022 1800
1816.20395079813898 1.06805056733924 0.0022 1800
1816.22476361785084 1.06913476757065 0.0022 1800
1816.24563747318462 1.07202658522690 0.0022 1800
1816.26645029289648 1.07041373645926 0.0022 1800
1816.28726311260834 1.07031402689985 0.0022 1800
1816.30813696747646 1.07053219919105 0.0022 1800
1816.32894978625700 1.06761184188298 0.0022 1800
1816.34976260550320 1.06638810142447 0.0022 1800
1816.37063645990565 1.07031245670695 0.0022 1800
1816.39151031384245 1.07130637685167 0.0022 1800
1816.41232313308865 1.07274211853846 0.0022 1800
1816.43313595093787 1.07260025811578 0.0022 1800
1816.45400980487466 1.07245994622958 0.0022 1800
1816.47482262318954 1.07213196179372 0.0022 1800
1816.49563544150442 1.07393448823095 0.0022 1800
1816.51650929497555 1.07497953087941 0.0022 1800
1816.53732211282477 1.07551768560448 0.0022 1800
1816.55813493020833 1.07595966173776 0.0022 1800
1816.57900878367946 1.07177180285722 0.0022 1800
1816.59982160152867 1.07496396994712 0.0022 1800
1816.62063441891223 1.07640369782152 0.0022 1800
1816.64150827145204 1.07686782403966 0.0022 1800
1816.66232108883560 1.07723069113641 0.0022 1800
1816.68313390575349 1.07870867572640 0.0022 1800
1816.70400775829330 1.07967356000647 0.0022 1800
1816.72482057521120 1.07555552815819 0.0022 1800
1816.74563339259475 1.07512225212843 0.0022 1800
1816.76650724466890 1.07783293130678 0.0022 1800
1816.78732006158680 1.07891822203186 0.0022 1800
1816.80813287803903 1.07775348884835 0.0022 1800
1816.82900673011318 1.07990139425472 0.0022 1800
1816.84981954656541 1.07723285235103 0.0022 1800
1816.87063236301765 1.07873600296541 0.0022 1800
1816.89150621462613 1.07993678685832 0.0022 1800
1816.91231903107837 1.07958215419824 0.0022 1800
1816.93313184706494 1.07928717089886 0.0022 1800
1816.95400569867343 1.08127735348135 0.0022 1800
1816.97481851466000 1.08069287427804 0.0022 1800
1816.99563133064657 1.08529125061844 0.0022 1800
1817.01650518225506 1.08189419100497 0.0022 1800
1817.03731799824163 1.08083185355804 0.0022 1800
1817.05813081376255 1.08240744091033 0.0022 1800
1817.07900466490537 1.08142972057431 0.0022 1800
1817.09981748089194 1.08464691846318 0.0022 1800
1817.12063029594719 1.08446286010542 0.0022 1800
1817.14150414709002 1.08616036065507 0.0022 1800
1817.16231696307659 1.08514643545205 0.0022 1800
1817.18312977813184 1.08472688547048 0.0022 1800
1817.20400362880901 1.08333316584712 0.0022 1800
1817.22481644432992 1.08582483317168 0.0022 1800
1817.24562925985083 1.08360915663107 0.0022 1800
1817.26650311052799 1.08389770690498 0.0022 1800
1817.28731592558324 1.08523083377815 0.0022 1800
1817.30812874063849 1.08223729928740 0.0022 1800
1817.32900259085000 1.08310791962613 0.0022 1800
1817.34981540590525 1.08675508845881 0.0022 1800
1817.37062822142616 1.08460976480515 0.0022 1800
1817.39150207117200 1.08359562844176 0.0022 1800
1817.41231488622725 1.08118898242366 0.0022 1800
1817.43312770128250 1.08280547170314 0.0022 1800
1817.45400155149400 1.08262753895446 0.0022 1800
1817.47481436608359 1.08106616167708 0.0022 1800
1817.49562718113884 1.08072811406704 0.0022 1800
1817.51650103088468 1.08372815141052 0.0022 1800
1817.53731384547427 1.08068183101300 0.0022 1800
1817.55812666052952 1.08377302041344 0.0022 1800
1817.57900050980970 1.08280981874845 0.0022 1800
1817.59981332439929 1.08293538302839 0.0022 1800
1817.62062613898888 1.08379211121769 0.0022 1800
1817.64149998873472 1.08184443754227 0.0022 1800
1817.66231280332431 1.08179231637565 0.0022 1800
1817.68312561744824 1.07891394416388 0.0022 1800
1817.70399946719408 1.08184468677609 0.0022 1800
1817.72481228178367 1.07894109104714 0.0022 1800
1817.74562509590760 1.07953790453402 0.0022 1800
1817.76649894518778 1.08027342632501 0.0022 1800
1817.78731175931171 1.08058729144334 0.0022 1800
1817.80812457390130 1.07922122447557 0.0022 1800
1817.82899842318147 1.08014304669439 0.0022 1800
1817.84981123683974 1.08362697602575 0.0022 1800
1817.87062405142933 1.08671129476814 0.0022 1800
1817.89149790070951 1.08359761839181 0.0022 1800
1817.91231071436778 1.08174530755537 0.0022 1800
1817.93312352802604 1.08292430610183 0.0022 1800
1817.95399737730622 1.08376545200516 0.0022 1800
1817.97481019143015 1.08210124515047 0.0022 1800
1817.99562300555408 1.08480542023867 0.0022 1800
1818.01649685436860 1.08650219627999 0.0022 1800
1818.03730966802686 1.08609231549114 0.0022 1800
1818.05812248215079 1.08833418472242 0.0022 1800
1818.07899633096531 1.08479839005388 0.0022 1800
1818.09980914462358 1.08756573060580 0.0022 1800
1818.12062195828184 1.08752911276683 0.0022 1800
1818.14149580756202 1.08857574385765 0.0022 1800
1818.16230862075463 1.09039606152856 0.0022 1800
1818.18312143441290 1.08954428251127 0.0022 1800
1818.20399528322741 1.08898726116275 0.0022 1800
1818.22480809688568 1.08734520460233 0.0022 1800
1818.24562091054395 1.08819285112419 0.0022 1800
1818.26649475889280 1.08805695133110 0.0022 1800
1818.28730757255107 1.09019340562638 0.0022 1800
1818.30812038620934 1.08740065604457 0.0022 1800
1818.32899423409253 1.08705389503431 0.0022 1800
1818.34980704821646 1.08818909293504 0.0022 1800
1818.37061986094341 1.08641462802970 0.0022 1800
1818.39149370975792 1.08912316379732 0.0022 1800
1818.41230652295053 1.08626496517344 0.0022 1800
1818.43311933614314 1.08313618071580 0.0022 1800
1818.45399318449199 1.08759419880626 0.0022 1800
1818.47480599768460 1.08413023068883 0.0022 1800
1818.49561881134287 1.08528018135095 0.0022 1800
1818.51649265969172 1.08684856774699 0.0022 1800
1818.53730547241867 1.08998184787989 0.0022 1800
1818.55811828561127 1.09460554587330 0.0022 1800
1818.57899213396013 1.08585409195214 0.0022 1800
1818.59980494715273 1.08513628183565 0.0022 1800
1818.62061775987968 1.08909535146363 0.0022 1800
1818.64149160822853 1.08829219789632 0.0022 1800
1818.66230442142114 1.08602926693005 0.0022 1800
1818.68311723414809 1.08377295374467 0.0022 1800
1818.70399108249694 1.08561065795834 0.0022 1800
1818.72480389568955 1.08275525437575 0.0022 1800
1818.74561670841649 1.08483077087894 0.0022 1800
1818.76649055629969 1.08389740740957 0.0022 1800
1818.78730336949229 1.08640422253466 0.0022 1800
1818.80811618221924 1.09196867618816 0.0022 1800
1818.82899003010243 1.08672969104176 0.0022 1800
1818.84980284329504 1.08797349892796 0.0022 1800
1818.87061565602198 1.08479851554513 0.0022 1800
1818.89148950343952 1.08545736773450 0.0022 1800
1818.91230231663212 1.08153406808202 0.0022 1800
1818.93311512935907 1.08478978151002 0.0022 1800
1818.95398897724226 1.08220187689705 0.0022 1800
1818.97480178996921 1.08596850052812 0.0022 1800
1818.99561460223049 1.08269306066375 0.0022 1800
1819.01648845011368 1.08230242412109 0.0022 1800
1819.03730126284063 1.08322835817321 0.0022 1800
1819.05811407510191 1.08261538404806 0.0022 1800
1819.07898792345077 1.08103803104478 0.0022 1800
1819.09980073571205 1.08168647323686 0.0022 1800
1819.12061354797333 1.08076924625448 0.0022 1800
1819.14148739585653 1.07976608960987 0.0022 1800
1819.16230020858347 1.07806782578207 0.0022 1800
1819.18311302084476 1.08083653940118 0.0022 1800
1819.20398686872795 1.08030747159823 0.0022 1800
1819.22479968098924 1.07694166120909 0.0022 1800
1819.24561249371618 1.07599870239018 0.0022 1800
1819.26648634113371 1.07933296247447 0.0022 1800
1819.28729915339500 1.07705952273906 0.0022 1800
1819.30811196612194 1.07669327671551 0.0022 1800
1819.32898581307381 1.07745596856341 0.0022 1800
1819.34979862580076 1.07701602063244 0.0022 1800
1819.37061143806204 1.07636361034885 0.0022 1800
1819.39148528547958 1.07470443541311 0.0022 1800
1819.41229809774086 1.07441662797568 0.0022 1800
1819.43311091000214 1.07483985722723 0.0022 1800
1819.45398475741968 1.07483262802735 0.0022 1800
1819.47479756968096 1.07272924614419 0.0022 1800
1819.49561038194224 1.07386163766921 0.0022 1800
1819.51648422935978 1.07390367243453 0.0022 1800
1819.53729704115540 1.07238381561284 0.0022 1800
1819.55810985388234 1.07224699117720 0.0022 1800
1819.57898370083421 1.07142592743202 0.0022 1800
1819.59979651309550 1.07141995253670 0.0022 1800
1819.62060932535678 1.07364391512283 0.0022 1800
1819.64148317230865 1.06996464130506 0.0022 1800
1819.66229598456994 1.06830336573730 0.0022 1800
1819.68310879683122 1.06773238521957 0.0022 1800
1819.70398264378309 1.06774964204119 0.0022 1800
1819.72479545604438 1.07021946519283 0.0022 1800
1819.74560826784000 1.06720568141208 0.0022 1800
1819.76648211525753 1.06544827597134 0.0022 1800
1819.78729492705315 1.06690268786961 0.0022 1800
1819.80810773931444 1.07420019496507 0.0022 1800
1819.82898158580065 1.07213366457284 0.0022 1800
1819.84979439806193 1.06655762524183 0.0022 1800
1819.87060721032321 1.06746697919715 0.0022 1800
1819.89148105727509 1.06765825284008 0.0022 1800
1819.91229386907071 1.06242058118037 0.0022 1800
1819.93310668133199 1.06517374109825 0.0022 1800
1819.95398052781820 1.06623192610222 0.0022 1800
1819.97479333961383 1.06510752839401 0.0022 1800
1819.99560615187511 1.06090662214276 0.0022 1800
1820.01647999882698 1.06313740700308 0.0022 1800
1820.03729281062260 1.05982257937647 0.0022 1800
1820.05810562241822 1.06038957778470 0.0022 1800
1820.07897946937010 1.05981321873525 0.0022 1800
1820.09979228163138 1.06028226872539 0.0022 1800
1820.12060509342700 1.05819559178175 0.0022 1800
1820.14147893991321 1.05806863169026 0.0022 1800
1820.16229175217450 1.05782580957032 0.0022 1800
1820.18310456350446 1.05893621652878 0.0022 1800
1820.20397840999067 1.05576803652232 0.0022 1800
1820.22479122225195 1.05493938207377 0.0022 1800
1820.24560403404757 1.05736471826272 0.0022 1800
1820.26647788053378 1.05257594034945 0.0022 1800
1820.28729069232941 1.05765040666746 0.0022 1800
1820.30810350412503 1.05414364709712 0.0022 1800
1820.32897735061124 1.05426594802201 0.0022 1800
1820.34979016240686 1.05425406091567 0.0022 1800
1820.37060297373682 1.05273574860622 0.0022 1800
1820.39147682022303 1.05695620757212 0.0022 1800
1820.41228963248432 1.05054091744531 0.0022 1800
1820.43310244381428 1.05292462810438 0.0022 1800
1820.45397629076615 1.05038750600593 0.0022 1800
1820.47478910209611 1.05875548054715 0.0022 1800
1820.49560191389173 1.05783408786702 0.0022 1800
1820.51647575991228 1.05723474369374 0.0022 1800
1820.53728857217357 1.05305284167700 0.0022 1800
1820.55810138350353 1.05015572075557 0.0022 1800
1820.57897522998974 1.04915190185337 0.0022 1800
1820.59978804131970 1.05150600525478 0.0022 1800
1820.62060085311532 1.04866209173311 0.0022 1800
1820.64147469960153 1.04438264111363 0.0022 1800
1820.66228751093149 1.04483894879390 0.0022 1800
1820.68310032272711 1.04443786152262 0.0022 1800
1820.70397416921332 1.04122199343522 0.0022 1800
1820.72478698054329 1.04241085291133 0.0022 1800
1820.74559979233891 1.04237636327967 0.0022 1800
1820.76647363835946 1.04120509073162 0.0022 1800
1820.78728645015508 1.04157247250394 0.0022 1800
1820.80809926148504 1.04182936715089 0.0022 1800
1820.82897310750559 1.03788094340725 0.0022 1800
1820.84978591930121 1.03745723678015 0.0022 1800
1820.87059873063117 1.03529087616429 0.0022 1800
1820.89147257665172 1.03925817667739 0.0022 1800
1820.91228538844734 1.03559825633495 0.0022 1800
1820.93309819977731 1.03728993699823 0.0022 1800
1820.95397204579785 1.03611823779011 0.0022 1800
1820.97478485712782 1.03390621420221 0.0022 1800
1820.99559766892344 1.03441101287300 0.0022 1800
1821.01647151494399 1.03397676362534 0.0022 1800
1821.03728432627395 1.03547406735310 0.0022 1800
1821.05809713760391 1.03441582090023 0.0022 1800
1821.07897098409012 1.03342336559469 0.0022 1800
1821.09978379542008 1.03140067736228 0.0022 1800
1821.12059660675004 1.03160739668449 0.0022 1800
1821.16228326363489 1.03470843594770 0.0022 1800
1821.18309607543051 1.02962123604074 0.0022 1800
1821.20396992145106 1.02977826735992 0.0022 1800
1821.22478273231536 1.02751681310036 0.0022 1800
